Date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,AVGO,ORCL,IBM,SAP,JPM,BAC,WFC,MS,GS,BLK,V,MA,BRK-B,KO,PG,PEP,WMT,COST,HD,MCD,DIS,NKE,GE,UNH,LLY,PFE,MRK,ABT,TMO,AMGN,ADBE,CRM,NOW,SNOW,AMD,TSM,ASML,AMAT,TSLA,FSLR,ENPH,NEE,PLTR,PANW
2024-07-01,0.2,0.0,0.0,0.0,0.0,0.2,0.02,0.003409573289573138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.08991350457858847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14518410776608368,0.06456677855258801,0.0,0.0,0.0,0.07692603581316654
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18653598086748097,0.09402345432098724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.016623057470874825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10281750734065684,0.0,0.0,0.2,0.2,0.0
2025-01-02,0.0,0.0,0.027731408245462476,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.019674492746188998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.011720118254726386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14087398075362212,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08576061650083257,0.044934804803890956,0.0,0.0,0.0,0.0,0.0,0.0,0.011911452566758903,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.006196370127730831,0.0,0.0,0.0511967560007867,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2025-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.032551475525243075,0.2,0.2,0.0,0.06036000131223826,0.0,0.0,0.0,0.0029037285471577028,0.0,0.0,0.0,0.0,0.14788866334032633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07476380287160574,0.0,0.0,0.0,0.0,0.000470610934685427,0.0,0.0,0.0,0.0,0.0,0.08106171746874337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
