Date,portfolio_value
2024-11-26,1.2471677334790632
2024-11-27,1.2408944734823828
2024-11-29,1.2546410021980243
2024-12-02,1.2473842717349772
2024-12-03,1.264955318392801
2024-12-04,1.2734895334909757
2024-12-05,1.28600490000033
2024-12-06,1.314532112990097
2024-12-09,1.2891056893101542
2024-12-10,1.272406708536893
2024-12-11,1.2856457454835242
2024-12-12,1.2770539995285137
2024-12-13,1.2919856531903033
2024-12-16,1.2931498482203891
2024-12-17,1.290102031416692
2024-12-18,1.2476938941207742
2024-12-19,1.2592267918386104
2024-12-20,1.2813681978505977
2024-12-23,1.2812402445217606
2024-12-24,1.3089356746988394
2024-12-26,1.3050370788114842
2024-12-27,1.2795009261410448
2024-12-30,1.2603711266314
2024-12-31,1.2495512502702393
2025-01-02,1.2369558034993704
2025-01-03,1.279567754832764
2025-01-06,1.2750409447565396
2025-01-07,1.2304835372566472
2025-01-08,1.2267408268659112
2025-01-10,1.2159250655090792
2025-01-13,1.208642853359162
2025-01-14,1.2079470286429748
2025-01-15,1.2469577765170141
2025-01-16,1.243836139328014
2025-01-17,1.2743667706810584
2025-01-21,1.2888775115134088
2025-01-22,1.3025557695118595
2025-01-23,1.3106108193559698
2025-01-24,1.3134272264568818
2025-01-27,1.258593500703581
2025-01-28,1.286488145425931
2025-01-29,1.274649282397657
2025-01-30,1.2817627557164935
2025-01-31,1.295438934724778
2025-02-03,1.2853463622069234
2025-02-04,1.3607935085908758
2025-02-05,1.3611185254475928
2025-02-06,1.3853078772720169
2025-02-07,1.3580719073757328
2025-02-10,1.383189168969691
2025-02-11,1.3523658525836606
2025-02-12,1.369455912902957
2025-02-13,1.391483352949592
2025-02-14,1.3881790305711665
2025-02-18,1.395483256608397
2025-02-19,1.3716727930579453
2025-02-20,1.3279241797442856
2025-02-21,1.2797513548798851
2025-02-24,1.2298373928973034
2025-02-25,1.2034925623181638
2025-02-26,1.2100800452616287
2025-02-27,1.170053829558364
2025-02-28,1.1886864278775044
2025-03-03,1.1562471764429971
2025-03-04,1.141086796436977
2025-03-05,1.1723312713575547
2025-03-06,1.1060438074516783
2025-03-07,1.1267589037832644
2025-03-10,1.032123247752096
2025-03-11,1.053674646220824
2025-03-12,1.0915313073788937
2025-03-13,1.0625465179800406
2025-03-14,1.1026909120623147
2025-03-17,1.0988603644967327
2025-03-18,1.0641767927439758
2025-03-19,1.0931191844415566
2025-03-20,1.0863663903067788
2025-03-21,1.1099688018608684
2025-03-24,1.1594841776941567
2025-03-25,1.1591185901982275
2025-03-26,1.1204922019633494
2025-03-27,1.1050935590988262
2025-03-28,1.0740944187541264
2025-03-31,1.0715637506302367
2025-04-01,1.085280187576219
2025-04-02,1.0919915531522657
2025-04-03,1.0772496558304854
2025-04-04,0.9998473750974372
2025-04-07,1.0034679907369533
2025-04-08,0.9995325683275136
2025-04-09,1.0747808164428136
2025-04-10,1.0582772190880518
2025-04-11,1.0705594260414804
2025-04-14,1.0904635423934086
2025-04-15,1.1007215065845883
2025-04-16,1.0862839920744454
2025-04-17,1.0949728352683041
2025-04-21,1.076907311787157
2025-04-22,1.1029765246692134
2025-04-23,1.1235936108439726
2025-04-24,1.1331372817892547
2025-04-25,1.1429399710092243
2025-04-28,1.1513085301564545
2025-04-29,1.1619363606279849
2025-04-30,1.1687097745854926
2025-05-01,1.1580125710831024
2025-05-02,1.1890038579297983
2025-05-05,1.1777824626476534
2025-05-06,1.1493705171452566
2025-05-07,1.1612592208205643
2025-05-08,1.1744205920180215
2025-05-09,1.1663420961117088
2025-05-12,1.1663585046097338
2025-05-13,1.1795373208898583
2025-05-14,1.1791514432534522
2025-05-15,1.201015181800812
2025-05-16,1.2121258591746364
2025-05-19,1.2085457612315327
2025-05-20,1.2034273330682401
2025-05-21,1.1863581823563907
2025-05-22,1.1813625731691426
2025-05-23,1.1847305554899945
2025-05-27,1.196206124910825
2025-05-28,1.188934860926617
2025-05-29,1.1896431508696672
2025-05-30,1.2121443229955915
2025-06-02,1.2143967092734005
2025-06-03,1.2126772492399864
2025-06-04,1.2041627070559777
2025-06-05,1.1851959436451656
2025-06-06,1.2056657790757677
2025-06-09,1.214105087094363
2025-06-10,1.2168294270635864
2025-06-11,1.225153854082004
2025-06-12,1.225630909268255
2025-06-13,1.2197195812357011
2025-06-16,1.2257262421199648
2025-06-17,1.210137360413175
2025-06-18,1.2116606539251882
2025-06-20,1.2062193629140103
2025-06-23,1.2219979514342338
2025-06-24,1.2446060643144918
2025-06-25,1.2352472575351943
2025-06-26,1.2307751319358846
2025-06-27,1.2137744363355607
2025-06-30,1.2319312958470912
2025-07-01,1.2222821533626518
2025-07-02,1.2326614048719724
2025-07-03,1.2544610226242607
2025-07-07,1.259083446417261
2025-07-08,1.2543354155830497
2025-07-09,1.26115979427273
2025-07-10,1.256588032606583
2025-07-11,1.2468725305960584
2025-07-14,1.2614969812196692
2025-07-15,1.2661800653299498
2025-07-16,1.2759931947158334
2025-07-17,1.2923257707328162
2025-07-18,1.2933312343008354
2025-07-21,1.2878412487225583
2025-07-22,1.2695213578120428
2025-07-23,1.28566091290533
2025-07-24,1.2709271657175079
2025-07-25,1.283432141570208
2025-07-28,1.2848753747912616
2025-07-29,1.2874881307116555
2025-07-30,1.2914795899135565
2025-07-31,1.2833674566853466
2025-08-01,1.2550790775441711
2025-08-04,1.2827774769229656
2025-08-05,1.3007844264106754
2025-08-06,1.317704978037452
2025-08-07,1.3116166685270365
2025-08-08,1.3065719938266376
2025-08-11,1.2981766619781199
2025-08-12,1.3082073531995921
2025-08-13,1.2970050062444292
2025-08-14,1.2879782124058663
2025-08-15,1.2897187011228313
2025-08-18,1.2834908364816626
2025-08-19,1.2436893412649352
2025-08-20,1.2454268663578207
2025-08-21,1.2406346020900325
2025-08-22,1.2518496869110156
2025-08-25,1.2410392849055145
2025-08-26,1.2522820144693871
2025-08-27,1.2535248508141994
2025-08-28,1.283306874535958
2025-08-29,1.2625467354160764
2025-09-02,1.2578596075575486
2025-09-03,1.2527214133647881
