Date,portfolio_value
2024-07-01,0.9983268191465792
2024-07-02,1.0116657564845049
2024-07-03,1.0355836246991026
2024-07-05,1.0416795748536434
2024-07-08,1.049121806967515
2024-07-09,1.0613787703111897
2024-07-10,1.0744346574665404
2024-07-11,1.041392901500843
2024-07-12,1.0562998261449046
2024-07-15,1.0582393082401393
2024-07-16,1.0574094378071948
2024-07-17,1.0172393754697904
2024-07-18,1.005413696588905
2024-07-19,0.9976449512280693
2024-07-22,1.0191748601069974
2024-07-23,1.0186702508338448
2024-07-24,0.9691370902323374
2024-07-25,0.956412569804917
2024-07-26,0.9605547451740664
2024-07-29,0.962933121951706
2024-07-30,0.9356487332772264
2024-07-31,0.9789698184037136
2024-08-01,0.9562399240209496
2024-08-02,0.9342681045996685
2024-08-05,0.893445709917887
2024-08-06,0.907497884726662
2024-08-07,0.8887677408276454
2024-08-08,0.9322770857836329
2024-08-09,0.9496348582602511
2024-08-12,0.956717050728632
2024-08-13,0.9901882283702491
2024-08-14,0.9957925443510126
2024-08-15,1.0213585708564357
2024-08-16,1.0212740715555448
2024-08-19,1.0393814529468877
2024-08-20,1.0438132884656164
2024-08-21,1.0472268105078995
2024-08-22,1.0241301733029406
2024-08-23,1.0469125651127054
2024-08-26,1.0362490276289975
2024-08-27,1.0410383594878865
2024-08-28,1.0280304959313078
2024-08-29,1.0179299350586557
2024-08-30,1.034035739026884
2024-09-03,0.9976605280156727
2024-09-04,0.9963040492297754
2024-09-05,0.9975997634232546
2024-09-06,0.9672223830088867
2024-09-09,0.9813641530199385
2024-09-10,0.9924452908723242
2024-09-11,1.027242043841891
2024-09-12,1.0371310115406303
2024-09-13,1.0254960151594874
2024-09-16,1.011716035167091
2024-09-17,1.0056466599269718
2024-09-18,1.0019561564645991
2024-09-19,1.034899814179823
2024-09-20,1.030194813638651
2024-09-23,1.040431583175554
2024-09-24,1.0516032043130914
2024-09-25,1.0543878076387505
2024-09-26,1.0546092292258322
2024-09-27,1.0455178576159176
2024-09-30,1.0532079207247413
2024-10-01,1.0262921996564498
2024-10-02,1.0277343498101021
2024-10-03,1.0332233149759653
2024-10-04,1.0458371843478536
2024-10-07,1.0216155424553786
2024-10-08,1.044286217961569
2024-10-09,1.0603582154523565
2024-10-10,1.0569993655305028
2024-10-11,1.051627397242785
2024-10-14,1.0564208243317839
2024-10-15,1.0505078203632956
2024-10-16,1.0533905952950264
2024-10-17,1.0516736205263353
2024-10-18,1.0577532059517631
2024-10-21,1.0521481552051932
2024-10-22,1.057135243615209
2024-10-23,1.0572298514498786
2024-10-24,1.075143193283469
2024-10-25,1.0777096234052013
2024-10-28,1.0778434078677082
2024-10-29,1.0649424712291444
2024-10-30,1.0548558749371388
2024-10-31,1.0365602848052633
2024-11-01,1.0369480093388646
2024-11-04,1.0334964129548574
2024-11-05,1.0929628222166796
2024-11-06,1.1314082041899831
2024-11-07,1.143923273233944
2024-11-08,1.177346615473632
2024-11-11,1.190772137609565
2024-11-12,1.178379348060367
2024-11-13,1.183531782377637
2024-11-14,1.1666104372452955
2024-11-15,1.1929976446716204
2024-11-18,1.1871918635728558
2024-11-19,1.2102506459368698
2024-11-20,1.2118953271748463
2024-11-21,1.21896821216516
2024-11-22,1.2384928601262775
2024-11-25,1.2311187526800897
